ph,ec_mS_cm,moisture_pct,temperature_C,health_class
7.815274310711964,1.5549625183954279,63.63028320465961,17.36552966726084,3
6.310805306295113,0.6304880091969961,49.10718371047925,19.41973565790658,0
5.890962549135656,0.6929229260200493,12.981031457922116,33.223154511104966,2
5.257590730964469,0.30696901595544057,33.50001921051523,34.3718841603465,1
5.341365153588929,0.2788254307781844,34.1809401260567,19.78454029666669,1
4.201236203806041,0.01,32.28463022788841,25.89496804174786,1
5.46159352554544,0.5101006996502998,67.48693181106155,24.016372793337318,1
8.08662046060422,3.329752554167363,66.68504988589434,35.359870908711905,3
6.359194761330984,0.6297315565779298,63.349697832753094,24.274204312421144,0
7.36403485169224,0.7759727555141567,7.481820478077618,26.436518056421864,2
6.3245714705058775,0.20312865810239178,39.27373155586363,21.197646149972964,0
4.867021717754075,0.3563682170292935,26.352485916626218,21.134753075914947,1
4.202871244465305,0.10789153459098445,39.34860160233767,35.299853010699,1
6.912713081130467,0.29376339825190806,35.70817481916264,26.826846414433106,0
6.222722984220035,0.6008403362901602,56.945737319762266,20.761543670255996,0
6.439576745198234,0.5154138099513973,56.09858768580227,17.921337384964332,0
4.445198099183588,0.08215586148092335,63.78034501291277,17.149213285227088,1
5.973359108439585,0.31859999606493095,31.558401608367145,22.016774296185794,0
6.827580783610897,1.0466957435245283,7.977020234952678,27.31441723012503,2
8.142128072127274,4.185043929630848,36.558100336823045,30.327840129049818,3
6.507338594645123,0.3170537765846993,55.81147257326685,29.277975770691217,0
6.590463473073738,0.39842326334135325,7.734225182667581,43.62641653666637,2
8.67387098871771,4.40082456459864,80.96032424131192,15.59671596624357,3
4.8497602871219305,0.4382992095454774,42.00572505006284,30.21224235303193,1
7.926394206131112,2.913881882968901,49.72746146071242,27.140500213982573,3
6.9925232745722194,0.6447410382897071,49.166507856219944,18.66414760159503,0
4.2134264703774695,0.3816028605106145,48.18904513756983,25.240439564138928,1
5.294746608897455,0.14071492375634176,43.864934585348855,19.54589941114127,1
4.488575196571904,0.287492044853646,49.39618047768338,33.43112466277436,1
6.5593513068099165,0.30476940127876107,53.15869050223876,29.566877822320027,0
6.305333451539147,0.759850676879817,60.4198510051316,24.741903909298184,0
4.968394467313015,0.2269784176490627,32.59537093009868,16.71479826253117,1
6.490730903713425,0.7988362783967278,60.04305546185274,19.042206887647374,0
4.439944933752595,0.4949925362114851,42.18960897803883,35.74468612157758,1
4.175074134515228,0.4192676370764457,37.408349568120585,11.511228004514846,1
6.014051028119185,0.4931714028662681,41.73952495595934,21.471517341656604,0
6.353041786608606,1.0810637094736584,8.839152679825922,27.14075132818786,2
4.715371481985266,0.07930274692888908,57.32838849566567,35.083820671339026,1
4.300571058519853,0.2774052102571501,52.488644736456436,27.043366965724335,1
6.286317441060407,0.32734228791921655,56.644510821579324,27.89889281875535,0
6.168721022529452,0.687020469120334,63.97134177423887,17.482930306961656,0
7.28616253059958,2.9520522628281727,34.93116801173775,24.791008296643827,3
6.847551690718357,0.7746558953477198,39.53447502571891,21.355053061084906,0
6.839590005396463,0.5668575954275475,45.159890031729056,27.766406850334544,0
5.719600670505628,1.1100473049651316,11.304441789854797,31.00740051596917,2
4.255860102631241,0.23182226572157338,31.661796216241797,28.911729263225876,1
6.678923684246224,0.4839453734891644,50.791949510174156,23.257109780823864,0
4.080698950243407,0.14125142676654553,58.599778751100594,37.94433233068261,1
5.991404424034054,0.3156044256728346,47.48232246357349,14.379039866505476,0
6.77962568885082,0.5268619094165449,5.705744475196848,35.30307636314375,2
7.177519572269135,0.765754922866715,13.22340474905138,39.415500629291195,2
6.3744227834382645,0.25917777517152835,47.690276903738585,27.37393582768257,0
7.415957349103323,0.9383173626321875,18.338068111304096,35.58797725628593,2
6.234445651720302,0.5973416248974396,62.73702679505815,16.057672134767294,0
4.263816855190886,0.5404075241202204,63.571123021606454,29.982656557689012,1
7.767363138578212,2.132729539095137,62.059142617616736,26.580102473938673,3
4.734696798780159,0.178619297548477,38.50495266852982,27.818297319490714,1
7.06624411231005,1.206475652678233,13.051395473536436,41.34097361843334,2
5.133176169282339,0.34458023242779345,68.48747639980024,22.33092543983168,1
6.056383472022205,0.5246244999266996,40.65315779742025,18.965655245869026,0
5.657242267324115,0.25182466986206287,12.158071254640738,28.093005719601674,2
6.201839657942801,0.7755705316121665,59.121603310765046,17.35614058274765,0
5.994162758174133,0.8064089805262405,6.81050650272182,25.018999988351897,2
4.256883813521727,0.023262553373641415,45.72085240411502,28.290110119000303,1
9.107822630180388,3.867169278708201,62.881883062172875,14.79383746888531,3
7.917896558162985,2.686580530422943,69.88128355585359,15.434997373519808,3
4.54339705571646,0.23191991893425815,51.22535525063523,18.838275140994266,1
5.933956742292333,0.4629036797346672,17.742055092762765,43.63916765870239,2
6.203736817486207,0.6458434016123905,65.76117514973744,25.064641186921985,0
7.267978848883939,0.8286644161729475,17.185223886156315,25.525475288069465,2
5.964395911682243,0.17227882868007777,13.201062190482329,22.528143912773423,2
6.4973506538030135,0.5770792653236572,56.78448404326438,18.788079343560756,0
7.273410579829507,0.42807285782139565,12.949628031714456,37.62161728380619,2
4.913629402201638,0.1036442617684618,67.98396039525682,19.5086001847093,1
5.44725859407086,0.369019031417227,51.21992993493431,11.630993210380618,1
6.863101842689559,0.15309192188745563,36.025822110131465,22.69794105157001,0
7.353415298936538,0.10146848428120674,8.739508607737076,44.281447207537944,2
4.919811435174032,0.4468110947385135,42.29410552313903,34.777319955376505,1
6.450505053714326,0.6507882910537303,36.35896333327531,25.536679942655233,0
7.633456289178662,1.468780323246925,32.564882159469924,31.049710807530328,3
6.314242626890762,0.5108150787872199,54.58506714935144,26.414368480824574,0
5.400523527355774,0.32512367897433886,58.48048055546157,17.02413765567137,1
6.492908381424086,0.05248593411210287,13.658112905836918,30.920930918338414,2
7.315372477856664,0.3671929594346548,7.187924948957817,44.12583108235516,2
5.924394810703132,0.4190078152451382,15.661144221747836,38.77224610164361,2
6.399518080051293,0.6026725185505875,10.521377128097441,44.48377192966615,2
8.543611426988438,2.329080038511348,34.836511243320864,31.03142387936122,3
6.750148026116684,0.6403826461417339,37.541761968475235,18.362376751159108,0
6.096046164571051,0.5422578221441171,44.617975980487564,23.397547909016858,0
7.143247121340836,0.1369251666418156,6.174711521331009,44.175378809766784,2
6.889921326934347,0.43589684021642133,16.024437579184855,40.39687347858516,2
7.554590292688507,2.1749970112420645,71.81981964980216,25.718926526252968,3
6.553625844494791,0.11841111790895835,57.897108172338065,22.877520766657316,0
6.7680903903758844,0.6956887536269639,56.85155159357147,15.581470949326324,0
7.512931624947008,2.9093022679356206,73.32854302924531,22.102509764857,3
8.177305952986638,2.6641228761741798,56.52491157866572,27.44236650413103,3
6.923087284855169,0.4367101840678481,49.13701563040058,22.428970313784337,0
3.8277280243425467,0.5681633467998527,44.31776064332794,34.830119380719964,1
6.705507775871661,0.4824866776011126,10.999734473348413,36.65637061580444,2
8.921152932725546,2.2733869642578846,68.86861582809252,31.857799173856165,3
4.653307675437152,0.24774533377469254,57.56264187922054,16.193483756079974,1
4.898970077356618,0.24496134659336533,37.888008853091975,28.857363745354817,1
6.8727654992906615,0.4050288929362862,49.71314044597238,20.586317195614633,0
5.945063397419857,0.14221556349380285,11.64468982655133,37.80037866240799,2
6.1758138474037505,0.2810478983909401,54.52337286482182,17.841227743113905,0
5.3155697140841545,0.39841705978499886,30.434858486687364,24.54934141965778,1
6.521839380825177,0.3008787125418735,59.49969692353462,24.890826992950103,0
6.82565435797873,0.793643030329779,42.92587926325522,14.734348395286858,0
6.661358623256441,0.48236192795740085,44.09848231403071,28.49275592195751,0
5.871621835214582,0.0840390689332656,37.82712243286489,18.504217039202388,0
3.8178156591298418,0.505050519676294,64.94750923872147,24.442862303788004,1
5.96771913081445,1.1064094591039055,17.623215673982877,30.424704236760746,2
4.470097386506843,0.2245812125694236,32.59262130200276,25.81823424171132,1
8.32267147581883,3.6328133833426426,60.03448145565655,32.36446643730252,3
5.328198058973486,0.01,62.96111495942151,17.071326892710836,1
6.956943241888208,0.3955900966732192,53.78767719252105,27.553966716642762,0
5.405467393034892,0.4861014935341701,61.66952086773812,13.70039385970536,1
5.015148028437855,0.12559198479003103,67.91484620305722,19.01776362400927,1
6.521218021200707,0.2394844249788814,42.62010983367607,21.36815644956659,0
7.247581453392533,0.4069817274120932,15.998566152490353,45.41679239951788,2
7.069131880078468,3.4743025994497323,42.973135920530595,31.94312709091739,3
4.967406994403885,0.22524895240858808,42.48480292614875,36.000144153483,1
5.169931230670178,0.1574057862125413,64.41166103348081,15.754883437820112,1
